Event_ID,irwinID,Incid_Name,Incid_Type,BurnBndAc,Ig_Date,Ig_Year,Ig_Month,STUSPS
UT3975311258220050622,NA,DESERT MOUNTAIN,Wildfire,1409,2005-06-22,2005,6,UT
UT3728011396020050622,NA,RED,Wildfire,7762,2005-06-22,2005,6,UT
NV3650211498820050622,NA,SOUTHERN NEVADA COMPLEX (COYOTE),Wildfire,9953,2005-06-22,2005,6,NV
AZ3647611372120050623,NA,LAST CHANCE,Wildfire,4718,2005-06-23,2005,6,AZ
UT3716911391620050623,NA,WESTSIDE COMPLEX,Wildfire,58767,2005-06-23,2005,6,UT
AZ3670211395220050624,NA,MT BANGS COMPLEX,Wildfire,29605,2005-06-24,2005,6,AZ
NV3661211503620050624,NA,SOUTHERN NEVADA COMPLEX (WAMP),Wildfire,4813,2005-06-24,2005,6,NV
ID4276211559820050625,NA,PENCE,Wildfire,2018,2005-06-25,2005,6,ID
UT3735211330320050625,NA,BLUE SPRING,Wildfire,13285,2005-06-25,2005,6,UT
NV3728011477820050628,NA,DELAMAR,Wildfire,172390,2005-06-28,2005,6,NV
NV3622811420120050628,NA,FORK,Wildfire,43665,2005-06-28,2005,6,NV
NV3636411418520050628,NA,SOUTHERN NEVADA COMPLEX (TRAMP),Wildfire,27560,2005-06-28,2005,6,NV
UT3722211358520050628,NA,DIAMOND COMPLEX (DIAMOND VALLEY),Wildfire,9382,2005-06-28,2005,6,UT
UT3729511358520050629,NA,DIAMOND COMPLEX (WIDE CANYON),Wildfire,1486,2005-06-29,2005,6,UT
AZ3658411371220050630,NA,TWEEDY POINT,Wildfire,36126,2005-06-30,2005,6,AZ
AZ3695411214620050630,NA,BUZZARD,Wildfire,2034,2005-06-30,2005,6,AZ
ID4380211686220050702,NA,GOTCH CANYON,Wildfire,1102,2005-07-02,2005,7,ID
NV3687111506320050703,NA,SOUTHERN NEVADA COMPLEX (LAMB),Wildfire,8094,2005-07-03,2005,7,NV
NV3651411493720050703,NA,GARNET,Wildfire,1215,2005-07-03,2005,7,NV
NV4066911652520050705,NA,DUNPHY,Wildfire,4060,2005-07-05,2005,7,NV
UT4006111287220050712,NA,DITTO,Wildfire,22041,2005-07-12,2005,7,UT
UT3964411227720050714,NA,WEST GILSON,Wildfire,15483,2005-07-14,2005,7,UT
ID4263011521720050715,NA,CLOVER,Wildfire,199023,2005-07-15,2005,7,ID
NV4176511477620050715,NA,CONTACT,Wildfire,1808,2005-07-15,2005,7,NV
NV4120311652020050715,NA,ESMERALDA,Wildfire,101118,2005-07-15,2005,7,NV
NV4176511630020050715,NA,USFS 6,Wildfire,4223,2005-07-15,2005,7,NV
NV4174011645420050715,NA,WILSON COMPLEX (RAWHIDE),Wildfire,50877,2005-07-15,2005,7,NV
UT4086610989920050715,NA,SHEEP CREEK WFU,Wildland Fire Use,4128,2005-07-15,2005,7,UT
UT3731911357320050715,NA,DAMMERON COMPLEX (DAMMERON),Wildfire,9393,2005-07-15,2005,7,UT
NV4071211617620050716,NA,CARLIN,Wildfire,5005,2005-07-16,2005,7,NV
UT3855911327020050716,NA,FRISCO,Wildfire,1397,2005-07-16,2005,7,UT
NV4167811774720050716,NA,NORTH VALLEY,Wildfire,5332,2005-07-16,2005,7,NV
ID4463411369720050718,NA,FALLS CREEK,Wildfire,2348,2005-07-18,2005,7,ID
AZ3632311378720050719,NA,TANK COMPLEX,Wildfire,24268,2005-07-19,2005,7,AZ
UT4106911289020050719,NA,SALLY,Wildfire,19727,2005-07-19,2005,7,UT
ID4435111695020050719,NA,MONROE,Wildfire,3518,2005-07-19,2005,7,ID
AZ3674211345720050720,NA,TWIST,Wildfire,2537,2005-07-20,2005,7,AZ
AZ3659011384920050721,NA,COW,Wildfire,44460,2005-07-21,2005,7,AZ
NV3705711439820050721,NA,EAST MORMON,Wildfire,5338,2005-07-21,2005,7,NV
UT3718911354420050721,NA,DAMMERON COMPLEX (MILL CREEK),Wildfire,7758,2005-07-21,2005,7,UT
UT3734111397120050721,NA,SUNRISE COMPLEX (SUNRISE),Wildfire,3447,2005-07-21,2005,7,UT
UT3732511380520050721,NA,SUNRISE COMPLEX (OAK),Wildfire,3165,2005-07-21,2005,7,UT
UT3804911316220050721,NA,NECK,Wildfire,5936,2005-07-21,2005,7,UT
ID4295411350920050722,NA,RUPERT,Wildfire,45361,2005-07-22,2005,7,ID
ID4309811534720050722,NA,BLAIR,Wildfire,1440,2005-07-22,2005,7,ID
NV3719811428120050722,NA,BLUE,Wildfire,1289,2005-07-22,2005,7,NV
UT3730211371520050722,NA,SUNRISE COMPLEX (COVE),Wildfire,2688,2005-07-22,2005,7,UT
UT4176111321620050722,NA,PARK VALLEY,Wildfire,18700,2005-07-22,2005,7,UT
UT3725311378820050722,NA,SUNRISE COMPLEX (SUNRISE),Wildfire,12292,2005-07-22,2005,7,UT
UT3709211398620050723,NA,BURGESS,Wildfire,1343,2005-07-23,2005,7,UT
ID4345311114720050723,NA,BIG DRY CANYON COMPLEX WFU (BIG DRY CANYON),Wildland Fire Use,1619,2005-07-23,2005,7,ID
ID4358911609820050726,NA,HOMESTEAD,Wildfire,1287,2005-07-26,2005,7,ID
NV4085211626420050728,NA,NEWMONT,Wildfire,1025,2005-07-28,2005,7,NV
ID4456311709020050728,NA,SNAKE ONE,Wildfire,24056,2005-07-28,2005,7,ID
UT3717311381820050729,NA,CAMP SPRINGS,Wildfire,1602,2005-07-29,2005,7,UT
NV4180211764620050730,NA,BUCKSKIN,Wildfire,1236,2005-07-30,2005,7,NV
NV3672111505720050730,NA,SHEEP,Wildfire,1155,2005-07-30,2005,7,NV
NV3656011504020050730,NA,VEGAS,Wildfire,4724,2005-07-30,2005,7,NV
ID4276711415620050801,NA,EAST STAR LAKE,Wildfire,8372,2005-08-01,2005,8,ID
ID4550011471520050801,NA,STRIPE CREEK,Wildfire,4147,2005-08-01,2005,8,ID
ID4543911498720050801,NA,FRANK CHURCH WFU (BEAR CREEK),Wildland Fire Use,6149,2005-08-01,2005,8,ID
ID4535411497420050801,NA,FRANK CHURCH WFU (ROOT CREEK),Wildland Fire Use,3576,2005-08-01,2005,8,ID
ID4500411535620050801,NA,FRANK CHURCH WFU (MISSOURI RIDGE),Wildland Fire Use,6560,2005-08-01,2005,8,ID
UT3877711279420050803,NA,TWIN PEAKS,Wildfire,1104,2005-08-03,2005,8,UT
ID4523011471220050806,NA,STODDARD CREEK POINT,Wildfire,4174,2005-08-06,2005,8,ID
ID4538411422720050806,NA,CADAGAN COMPLEX (HALE GULCH),Wildfire,2666,2005-08-06,2005,8,ID
ID4520611541920050807,NA,WOLF FANG WFU,Wildland Fire Use,2839,2005-08-07,2005,8,ID
ID4524911525120050807,NA,FRANK CHURCH WFU (WEST FORK AND JOE),Wildland Fire Use,24458,2005-08-07,2005,8,ID
ID4541811461220050807,NA,MUSTANG WFU,Wildland Fire Use,1164,2005-08-07,2005,8,ID
ID4553311458620050807,NA,SELWAY-SALMON COMPLEX (REYNOLDS LAKE),Wildfire,3562,2005-08-07,2005,8,ID
NV3989611493820050808,NA,CHERRY CREEK CANYON RX,Prescribed Fire,3043,2005-08-08,2005,8,NV
ID4422411672720050808,NA,TOE JAM,Wildfire,1293,2005-08-08,2005,8,ID
ID4322711358720050810,NA,LAIDLAW BUTTE,Wildfire,24949,2005-08-10,2005,8,ID
ID4482611490820050810,NA,MARBLE,Wildfire,1258,2005-08-10,2005,8,ID
AZ3652511399220050813,NA,JACOB,Wildfire,2964,2005-08-13,2005,8,AZ
NV3967811487420050821,NA,BULL CANYON PRESCRIBED BURN,Prescribed Fire,2722,2005-08-21,2005,8,NV
NV4138011563820050821,NA,OMEGA,Wildfire,2708,2005-08-21,2005,8,NV
NV4099411576120050822,NA,SHERMAN,Wildfire,7305,2005-08-22,2005,8,NV
ID4337611606220050823,NA,SOUTH BLACK,Wildfire,8281,2005-08-23,2005,8,ID
UT3987511201320050823,NA,GOVERNMENT CREEK,Wildfire,1565,2005-08-23,2005,8,UT
ID4293211427920050824,NA,WINDY,Wildfire,1548,2005-08-24,2005,8,ID
UT4020611191420050824,NA,PELICAN POINT,Wildfire,2722,2005-08-24,2005,8,UT
ID4510011468620050826,NA,NINE SHOT WFU,Wildland Fire Use,17107,2005-08-26,2005,8,ID
UT4048311000920050827,NA,NORTH NEOLA,Wildfire,5195,2005-08-27,2005,8,UT
NV4166011623220050827,NA,7J,Wildfire,1281,2005-08-27,2005,8,NV
ID4286311496020050829,NA,BELL RAPIDS 2,Wildfire,5576,2005-08-29,2005,8,ID
NV4195211754620050829,NA,NORTH ROAD,Wildfire,14287,2005-08-29,2005,8,NV
ID4454811369020050829,NA,PATTERSON,Wildfire,1042,2005-08-29,2005,8,ID
UT4086911277720050903,NA,BLACK MOUNTAIN,Wildfire,3329,2005-09-03,2005,9,UT
ID4381811588520050903,NA,GREGORY,Wildfire,1202,2005-09-03,2005,9,ID
ID4408611472820050903,NA,VALLEY ROAD,Wildfire,40801,2005-09-03,2005,9,ID
ID4298611214720050904,NA,SAWMILL,Wildfire,8694,2005-09-04,2005,9,ID
ID4212611285520050904,NA,JUNIPER,Wildfire,3004,2005-09-04,2005,9,ID
ID4272311254020050904,NA,FORT HALL COMPLEX,Wildfire,10720,2005-09-04,2005,9,ID
UT4019011258820050904,NA,HATCH,Wildfire,1173,2005-09-04,2005,9,UT
UT3723311346520050907,NA,UNNAMED,Unknown,1275,2005-09-07,2005,9,UT
ID4316411224820050909,NA,DIVERSION,Wildfire,2060,2005-09-09,2005,9,ID
UT4181211243520050909,NA,ANDERSON HILL,Wildfire,1370,2005-09-09,2005,9,UT
ID4263511415520050914,NA,WILSON,Wildfire,5259,2005-09-14,2005,9,ID
NV3653611498620050914,NA,UNNAMED,Wildfire,1571,2005-09-14,2005,9,NV
ID4315111279520050914,NA,EASTSIDE SHEEP TRAIL,Unknown,1975,2005-09-14,2005,9,ID
ID4337811582120050916,NA,BOWNS ROOST,Wildfire,4076,2005-09-16,2005,9,ID
ID4322211277620050916,NA,ROUND BUTTE,Wildfire,16856,2005-09-16,2005,9,ID
ID4272011392920050917,NA,HOMESTEAD,Wildfire,1462,2005-09-17,2005,9,ID
ID4284611668020050920,NA,TRIANGLE,Wildfire,1563,2005-09-20,2005,9,ID
UT4086911284520050920,NA,PUDDLE VALLEY,Wildfire,3822,2005-09-20,2005,9,UT
NV4027811563620050923,NA,HASTINGS,Wildfire,1275,2005-09-23,2005,9,NV
NV4049911587120050923,NA,CRISPIX,Wildfire,3192,2005-09-23,2005,9,NV
ID4343711521320050930,NA,UNNAMED,Prescribed Fire,4587,2005-09-30,2005,9,ID
ID4276811414820051001,NA,EAST STAR LAKE (RX),Prescribed Fire,6850,2005-10-01,2005,10,ID
ID4332811564620051015,NA,SURRUP,Wildfire,1020,2005-10-15,2005,10,ID
ID4224611507220051025,NA,MARSHALL BUTTE,Wildfire,2538,2005-10-25,2005,10,ID
UT3728911292420060426,NA,EAST MESA RX,Prescribed Fire,1279,2006-04-26,2006,4,UT
NV3694811448120060501,NA,DAVIES,Wildfire,1019,2006-05-01,2006,5,NV
UT3706811330520060518,NA,SKY RANCH,Wildfire,1816,2006-05-18,2006,5,UT
UT3707411328820060518,NA,HURRICANE 2,Wildfire,2930,2006-05-18,2006,5,UT
UT3783410962320060519,NA,CHIPPEAN RIDGE,Wildland Fire Use,2349,2006-05-19,2006,5,UT
UT3940010963520060526,NA,WILLOW CREEK,Wildfire,1135,2006-05-26,2006,5,UT
UT3845611213020060605,NA,BLACK BIRD MINE WFU,Wildfire,1381,2006-06-05,2006,6,UT
NV4042111628220060606,NA,FRENCHIE,Wildfire,3274,2006-06-06,2006,6,NV
UT3922611275020060606,NA,STONE FACE,Wildfire,1424,2006-06-06,2006,6,UT
AZ3620711379820060607,NA,SNAP,Wildfire,1963,2006-06-07,2006,6,AZ
UT4117111287420060607,NA,DEATH RIDGE,Wildfire,4419,2006-06-07,2006,6,UT
NV3789711513520060609,NA,ROCKY,Wildfire,3410,2006-06-09,2006,6,NV
UT3973311239620060609,NA,NORTH SAND MOUNTAIN,Wildfire,1634,2006-06-09,2006,6,UT
ID4300411585020060612,NA,NICHOL PIT,Wildfire,1103,2006-06-12,2006,6,ID
UT3992111200220060613,NA,TUNNEL ROAD,Wildfire,3274,2006-06-13,2006,6,UT
UT3703511206620060614,NA,BUCKSKIN,Wildfire,1398,2006-06-14,2006,6,UT
UT3904310916520060614,NA,WESTWATER 2,Wildfire,2861,2006-06-14,2006,6,UT
UT4024411387420060617,NA,DUTCH,Wildfire,1879,2006-06-17,2006,6,UT
ID4280611472820060619,NA,WEST CANAL,Wildfire,1022,2006-06-19,2006,6,ID
ID4284511462620060620,NA,HWY 46 MM 7,Wildfire,11610,2006-06-20,2006,6,ID
NV4059611630520060620,NA,BARTH 1,Wildfire,2337,2006-06-20,2006,6,NV
CO3840710901420060620,NA,LION CREEK,Wildfire,1586,2006-06-20,2006,6,CO
NV4044911878020060623,NA,PORTER,Wildfire,1396,2006-06-23,2006,6,NV
NV3952111942820060623,NA,OLINGHOUSE,Wildfire,7222,2006-06-23,2006,6,NV
UT4067110910720060623,NA,POT HOLE,Wildfire,1389,2006-06-23,2006,6,UT
UT3723411310120060624,NA,KOLOB,Wildfire,17036,2006-06-24,2006,6,UT
ID4323811577220060625,NA,MARTHAS MUD,Wildfire,4852,2006-06-25,2006,6,ID
NV4082511602820060625,NA,SUZIE,Wildfire,81760,2006-06-25,2006,6,NV
NV4099311549420060625,NA,ELBURZ 1,Wildfire,10297,2006-06-25,2006,6,NV
NV4084411952720060625,NA,SQUAW,Wildfire,2500,2006-06-25,2006,6,NV
NV4034011935620060625,NA,EMPIRE,Wildfire,3071,2006-06-25,2006,6,NV
UT3705811379820060625,NA,JARVIS,Wildfire,49636,2006-06-25,2006,6,UT
NV3826511542420060625,NA,SHERWOOD,Wildfire,8803,2006-06-25,2006,6,NV
CA3966612007920060625,NA,BALLS CANYON,Wildfire,1955,2006-06-25,2006,6,CA
NV3951411929020060626,NA,VIIRGINIA,Wildfire,4025,2006-06-26,2006,6,NV
NV4048111578220060626,NA,SNEEKEE,Wildfire,10692,2006-06-26,2006,6,NV
NV4107211651720060626,NA,NORTH ANTELOPE,Wildfire,10662,2006-06-26,2006,6,NV
WY4319610993520060626,NA,JIM CREEK WFU,Wildfire,2835,2006-06-26,2006,6,WY
NV4046511859720060626,NA,SAGE,Wildfire,28092,2006-06-26,2006,6,NV
NV3673011505220060627,NA,VEGAS,Wildfire,21593,2006-06-27,2006,6,NV
NV4178411816420060627,NA,COVERT,Wildfire,5101,2006-06-27,2006,6,NV
NV4042111932720060627,NA,POITO,Wildfire,5982,2006-06-27,2006,6,NV
NV4089511792920060628,NA,MM 168,Wildfire,2357,2006-06-28,2006,6,NV
UT3739611395720060628,NA,BULL COMPLEX,Wildfire,27458,2006-06-28,2006,6,UT
NV3789111472820060629,NA,UNNAMED,Unknown,7368,2006-06-29,2006,6,NV
AZ3651011401220060630,NA,JACOB,Wildfire,3331,2006-06-30,2006,6,AZ
UT3932111338420060630,NA,HOWELL PEAK,Wildfire,1680,2006-06-30,2006,6,UT
UT4145311323120060630,NA,SCORPIO,Wildfire,14887,2006-06-30,2006,6,UT
UT3737311378320060630,NA,COVE MOUNTAIN,Wildfire,17746,2006-06-30,2006,6,UT
NV4094011700920060630,NA,IZZENHOOD FLATS,Wildfire,2160,2006-06-30,2006,6,NV
AZ3640511377720060701,NA,BIRTHDAY,Wildfire,2005,2006-07-01,2006,7,AZ
NV3646511506020060701,NA,FWS 9,Wildfire,20441,2006-07-01,2006,7,NV
UT3811011304920060701,NA,BABOON,Wildfire,1583,2006-07-01,2006,7,UT
ID4298311578420060702,NA,RATCAN,Wildfire,2522,2006-07-02,2006,7,ID
ID4327911652220060702,NA,GUFF,Wildfire,1358,2006-07-02,2006,7,ID
ID4253811536320060702,NA,BIG DRAW,Wildfire,1752,2006-07-02,2006,7,ID
ID4291311445920060702,NA,3 WELLS,Wildfire,5676,2006-07-02,2006,7,ID
NV3746611530820060702,NA,HIKO,Wildfire,1082,2006-07-02,2006,7,NV
NV3824511552620060702,NA,TROY PEAK,Wildfire,1102,2006-07-02,2006,7,NV
ID4208311299720060703,NA,BURNT,Wildfire,9103,2006-07-03,2006,7,ID
NV3728411497620060703,NA,TEXAS,Wildfire,5654,2006-07-03,2006,7,NV
NV3921111970420060703,NA,UNNAMED,Unknown,5896,2006-07-03,2006,7,NV
NV4095411615320060704,NA,RED HOUSE,Wildfire,1292,2006-07-04,2006,7,NV
NV3734811413420060704,NA,CEDAR FIRE,Wildfire,2615,2006-07-04,2006,7,NV
ID4280511584720060705,NA,LITTLE SOUTH,Wildfire,1016,2006-07-05,2006,7,ID
NV3745511502620060705,NA,TWIN SPRINGS,Wildfire,1660,2006-07-05,2006,7,NV
ID4508011580520060705,NA,LICK CREEK WFU,Wildfire,1399,2006-07-05,2006,7,ID
ID4513411480420060707,NA,DUNCE WFU,Wildfire,6863,2006-07-07,2006,7,ID
NV3695711657020060708,NA,BEATTY,Wildfire,18846,2006-07-08,2006,7,NV
NV3695511685120060708,NA,SAWTOOTH,Wildfire,3047,2006-07-08,2006,7,NV
NV3944011491420060708,NA,LUSETTI,Wildland Fire Use,2734,2006-07-08,2006,7,NV
NV4150711775220060708,NA,MCCONNELL,Wildfire,1544,2006-07-08,2006,7,NV
NV4104511820120060708,NA,BLUE MTN,Wildfire,1004,2006-07-08,2006,7,NV
NV3985011755520060711,NA,STORMCLOUD,Wildfire,6883,2006-07-11,2006,7,NV
NV4111711742920060712,NA,EDEN,Wildfire,2245,2006-07-12,2006,7,NV
UT3806011302020060712,NA,BABOON 2,Wildfire,2491,2006-07-12,2006,7,UT
UT3959611201620060712,NA,SAGE VALLEY,Wildfire,1714,2006-07-12,2006,7,UT
NV3708511512420060715,NA,UNNAMED,Unknown,5242,2006-07-15,2006,7,NV
UT3736111325720060716,NA,RANCH,Wildfire,5925,2006-07-16,2006,7,UT
UT3933411232320060716,NA,OAK CITY,Wildfire,9914,2006-07-16,2006,7,UT
UT3869111256720060716,NA,DOG VALLEY,Wildfire,28992,2006-07-16,2006,7,UT
NV3859211937620060717,NA,JACKASS,Wildfire,6324,2006-07-17,2006,7,NV
UT3878411267620060718,NA,TWIN PEAKS,Wildfire,10366,2006-07-18,2006,7,UT
UT4055111272220060718,NA,SOUTH,Wildfire,3355,2006-07-18,2006,7,UT
UT4038111248120060718,NA,ST JOHN,Wildfire,2891,2006-07-18,2006,7,UT
ID4417111509520060718,NA,TRAILHEAD,Wildfire,3513,2006-07-18,2006,7,ID
AZ3667211403020060719,NA,KILN COMPLEX,Wildfire,2456,2006-07-19,2006,7,AZ
UT3886111141820060719,NA,SOUTH WATER HOLLOW,Wildfire,1462,2006-07-19,2006,7,UT
CO3898110904620060720,NA,SPRING,Wildfire,1493,2006-07-20,2006,7,CO
NV3865511507420060721,NA,GUBLER,Wildfire,1510,2006-07-21,2006,7,NV
ID4318811553620060722,NA,DOME,Wildfire,1317,2006-07-22,2006,7,ID
NV3994911696620060722,NA,HALL,Wildfire,4966,2006-07-22,2006,7,NV
NV3933011960020060722,NA,SIX MILE 2,Wildfire,1739,2006-07-22,2006,7,NV
NV4068911741920060722,NA,SMELSER PASS,Wildfire,4869,2006-07-22,2006,7,NV
NV4111311795920060722,NA,NORTH BLUE MOUNTAIN,Wildfire,17237,2006-07-22,2006,7,NV
UT3885211234220060722,NA,SUNSET CANYON,Wildfire,1060,2006-07-22,2006,7,UT
NV4066811479220060723,NA,NINE MILE,Wildfire,1668,2006-07-23,2006,7,NV
NV3761711529320060723,NA,SPRINGER,Wildfire,5890,2006-07-23,2006,7,NV
NV3770111505020060723,NA,HAMBLY,Wildfire,23841,2006-07-23,2006,7,NV
NV4188911849920060723,NA,TRIDENT,Wildfire,5780,2006-07-23,2006,7,NV
NV4142511916020060723,NA,SOLDIER,Wildfire,1141,2006-07-23,2006,7,NV
NV4106411782520060723,NA,KRUM HILLS,Wildfire,1175,2006-07-23,2006,7,NV
AZ3661911400620060724,NA,SUMMIT,Wildfire,1662,2006-07-24,2006,7,AZ
NV4007611730520060724,NA,COTTONWOOD BASIN,Wildfire,2291,2006-07-24,2006,7,NV
NV4012911708220060724,NA,MOON VALLEY II,Wildfire,2985,2006-07-24,2006,7,NV
NV4114211539220060724,NA,MARBLE,Wildfire,39366,2006-07-24,2006,7,NV
NV3746711499320060724,NA,RANGE,Wildfire,23506,2006-07-24,2006,7,NV
NV4161011870220060724,NA,NEW YORK PEAK,Wildfire,3331,2006-07-24,2006,7,NV
UT3723811373620060724,NA,RED HILL,Wildfire,2772,2006-07-24,2006,7,UT
NV3657311411820060724,NA,VIRGIN GOLD COMPLEX,Wildfire,2706,2006-07-24,2006,7,NV
AZ3673411381920060724,NA,UNNAMED,Unknown,1297,2006-07-24,2006,7,AZ
AZ3654611395420060725,NA,COTTONWOOD 3,Wildfire,7285,2006-07-25,2006,7,AZ
ID4433611657720060725,NA,EAST ANT,Wildfire,1356,2006-07-25,2006,7,ID
NV4142111667920060725,NA,WINTERS,Wildfire,242873,2006-07-25,2006,7,NV
NV3772611492820060725,NA,MUSTANG,Wildfire,2679,2006-07-25,2006,7,NV
NV4104411597720060726,NA,BASCO,Wildfire,47655,2006-07-26,2006,7,NV
NV3827911469920060726,NA,PEERS,Wildfire,1594,2006-07-26,2006,7,NV
NV3835211475120060726,NA,KICKSMILLER,Wildfire,3307,2006-07-26,2006,7,NV
UT3717611383320060726,NA,REILLY COMPLEX,Wildfire,5581,2006-07-26,2006,7,UT
ID4437211481420060726,NA,POTATO,Wildfire,17413,2006-07-26,2006,7,ID
NV3966411696820060727,NA,SILVER CREEK,Wildfire,1986,2006-07-27,2006,7,NV
NV4126611606220060727,NA,TAYLOR,Wildfire,4931,2006-07-27,2006,7,NV
ID4492911582220060727,NA,SOUTHFORK COMPLEX (RAINBOW),Wildfire,3173,2006-07-27,2006,7,ID
UT4170511258220060727,NA,REESE,Wildfire,1213,2006-07-27,2006,7,UT
NV3929311449720060728,NA,4 WHEELER,Wildfire,3147,2006-07-28,2006,7,NV
ID4297411454620060729,NA,LAVA,Wildfire,3417,2006-07-29,2006,7,ID
ID4472511544520060730,NA,BURNT,Wildfire,2202,2006-07-30,2006,7,ID
ID4417011225120060802,NA,NEZ PERCE TRAIL,Wildfire,1758,2006-08-02,2006,8,ID
ID4277611395220060803,NA,4WD,Wildfire,5195,2006-08-03,2006,8,ID
ID4257311310520060804,NA,RAFT RIVER,Wildfire,1210,2006-08-04,2006,8,ID
WY4352111000920060804,NA,PURDY,Wildfire,17846,2006-08-04,2006,8,WY
ID4416911660020060805,NA,PADDY CAKE,Wildfire,1110,2006-08-05,2006,8,ID
ID4213811276820060805,NA,STONE 2,Wildfire,50677,2006-08-05,2006,8,ID
NV4000811996920060806,NA,BOOTLEGGER,Wildfire,6508,2006-08-06,2006,8,NV
ID4495511537120060806,NA,SOUTHFORK COMPLEX (BISHOP CREEK),Wildfire,4349,2006-08-06,2006,8,ID
ID4299911336120060807,NA,BEAR TRAP,Wildfire,4023,2006-08-07,2006,8,ID
ID4303811407620060807,NA,OWINZA,Wildfire,26216,2006-08-07,2006,8,ID
NV4118611464620060807,NA,PEQUOP,Wildfire,2181,2006-08-07,2006,8,NV
ID4484111569820060807,NA,SOUTHFORK COMPLEX (COUGAR),Wildfire,27931,2006-08-07,2006,8,ID
ID4500811547920060807,NA,SOUTHFORK COMPLEX (VAN METER),Wildfire,2804,2006-08-07,2006,8,ID
ID4548411531720060807,NA,TROUT CREEK,Wildfire,3560,2006-08-07,2006,8,ID
ID4494111572320060807,NA,SOUTHFORK COMPLEX (KRASSEL),Wildfire,1040,2006-08-07,2006,8,ID
ID4506011548220060807,NA,SOUTHFORK COMPLEX (TWIN LAKES),Wildfire,1201,2006-08-07,2006,8,ID
ID4503311559920060807,NA,SOUTHFORK COMPLEX (SHEEP CREEK WFU),Wildland Fire Use,2096,2006-08-07,2006,8,ID
ID4504311492420060807,NA,LEWIS WFU,Wildfire,1242,2006-08-07,2006,8,ID
ID4451811531020060807,NA,BOUNDARY COMPLEX,Wildfire,26628,2006-08-07,2006,8,ID
ID4486211480720060807,NA,CUB,Wildfire,1133,2006-08-07,2006,8,ID
UT4163311320620060808,NA,HOGUPS,Wildfire,30094,2006-08-08,2006,8,UT
ID4505911568620060808,NA,SOUTHFORK COMPLEX (TAILHOLT CREEK),Wildfire,4188,2006-08-08,2006,8,ID
ID4494611564320060808,NA,SOUTHFORK COMPLEX (PHOEBE 2),Wildfire,1695,2006-08-08,2006,8,ID
ID4458911483020060809,NA,MIDDLE FORK COMPLEX,Wildfire,33860,2006-08-09,2006,8,ID
ID4304511602220060810,NA,RABBIT,Wildfire,15115,2006-08-10,2006,8,ID
ID4354211605820060810,NA,DISCOVERY,Wildfire,1201,2006-08-10,2006,8,ID
ID4321511579320060810,NA,DITTO REST,Wildfire,6288,2006-08-10,2006,8,ID
ID4408911638320060810,NA,CHERRY,Wildfire,56773,2006-08-10,2006,8,ID
ID4297011534220060810,NA,COLD,Wildfire,3634,2006-08-10,2006,8,ID
NV3955211994120060811,NA,VERDI (STONE RIDGE),Wildfire,5765,2006-08-11,2006,8,NV
UT3814011311720060812,NA,BADGER,Wildfire,8104,2006-08-12,2006,8,UT
ID4544411626120060812,NA,LIGHTNING CREEK,Wildfire,1805,2006-08-12,2006,8,ID
ID4430011536720060813,NA,RED MOUNTAIN,Wildfire,33403,2006-08-13,2006,8,ID
ID4310411315820060815,NA,CRYSTAL,Wildfire,218581,2006-08-15,2006,8,ID
ID4231211255320060815,NA,BASIN,Wildfire,6103,2006-08-15,2006,8,ID
NV4127911554720060815,NA,SUGARLOAF 1,Wildfire,7022,2006-08-15,2006,8,NV
NV4143111542120060815,NA,CHARLESTON,Wildfire,154036,2006-08-15,2006,8,NV
UT4047811241220060815,NA,SADDLE,Wildfire,2388,2006-08-15,2006,8,UT
UT4104311401720060815,NA,PILOT,Wildfire,3022,2006-08-15,2006,8,UT
UT3989811191620060815,NA,ELBERTA SOUTH,Wildfire,1806,2006-08-15,2006,8,UT
UT3940911226520060815,NA,DEVILS DEN,Wildfire,13680,2006-08-15,2006,8,UT
NV4183111422720060816,NA,TP,Wildfire,7547,2006-08-16,2006,8,NV
NV4145911697120060816,NA,RODEAR,Wildfire,1143,2006-08-16,2006,8,NV
ID4550511588320060816,NA,HEAVENS GATE COMPLEX (BLACK BUTTE),Wildfire,30710,2006-08-16,2006,8,ID
WY4335611061020060816,NA,HORSE CREEK,Wildfire,1038,2006-08-16,2006,8,WY
NV3946111512920060818,NA,RX,Prescribed Fire,1279,2006-08-18,2006,8,NV
ID4531711652220060819,NA,HEAVENS GATE COMPLEX (GREEN ACRES),Wildfire,8975,2006-08-19,2006,8,ID
WY4405111079420060819,NA,HECHTMAN WFU,Prescribed Fire,1483,2006-08-19,2006,8,WY
UT4052311286520060820,NA,8 MILE,Wildfire,3753,2006-08-20,2006,8,UT
ID4428411578320060820,NA,RATTLESNAKE COMPLEX,Wildfire,48330,2006-08-20,2006,8,ID
ID4466011558520060820,NA,SUMMITLAKE,Wildfire,2483,2006-08-20,2006,8,ID
NV4146311606020060820,NA,SNOW CANYON,Wildfire,23895,2006-08-20,2006,8,NV
NV4074511584020060820,NA,EAST HUMBOLDT,Wildfire,9436,2006-08-20,2006,8,NV
ID4424111645420060821,NA,FRENCHIE,Wildfire,10810,2006-08-21,2006,8,ID
ID4305611690720060821,NA,CHUBBY SPAIN,Wildfire,6194,2006-08-21,2006,8,ID
ID4289711464220060821,NA,GOODTIME,Wildfire,4392,2006-08-21,2006,8,ID
